,name,sector,sector_code,ticker
1562107,Accurexa Inc.,Manufacturing,33.0,
1562151,"Crimson Wine Group, LTD",Manufacturing,31.0,CWGL
1562201,"Blackpoll Fleet International, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,
1562214,"Zais Group Holdings, Inc.",Finance and Insurance,52.0,HTWO
1562401,American Homes 4 Rent,Finance and Insurance,52.0,AMH
1562463,First Internet Bancorp,Finance and Insurance,52.0,INBK
1562476,Taylor Morrison Home Corp,Construction,23.0,TMHC
1562498,Annona Energy Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1562528,"Benefit Street Partners Realty Trust, Inc.",Finance and Insurance,52.0,
1562594,"Liquid Holdings Group, Inc.",Information,51.0,LIQD
1562622,Cavendish Futures Fund LLC,Finance and Insurance,52.0,
1562636,VOZ Mobile Cloud LTD,Information,51.0,
1562733,Synergy CHC Corp.,Manufacturing,32.0,
1562738,"Apptigo International, Inc.","Agriculture, Forestry, Fishing and Hunting",11.0,
1562872,"Equisource Hotel Fund I, LLP",Accommodation and Food Services,72.0,
1562914,American Express Issuance Trust II,Finance and Insurance,52.0,
1562918,American Express Receivables Financing Corp Viii LLC,Finance and Insurance,52.0,
1563004,Innovation Economy Corp,Manufacturing,33.0,
1563166,J.P. Morgan Chase Commercial Mortgage Securities Trust 2012-Lc9,Finance and Insurance,52.0,
1563227,Sipup Corp,Manufacturing,31.0,
1563315,"Next Graphite, Inc.",Retail Trade,45.0,
1563407,"Smart & Final Stores, Inc.",Retail Trade,45.0,
1563463,Nutrafuels Inc,Manufacturing,31.0,
1563531,Sequoia Mortgage Trust 2013-1,Finance and Insurance,52.0,
1563536,E-Qure Corp.,Wholesale Trade,42.0,
1563568,"Adomani, Inc.",Manufacturing,33.0,
1563665,"Biostage, Inc.",Manufacturing,33.0,HART
1563699,Covisint Corp,Information,51.0,COVS
1563756,"Lightstone Value Plus Real Estate Investment Trust Iii, Inc.",Finance and Insurance,52.0,
1563855,Sophiris BIO Inc.,Manufacturing,32.0,SPHS
1563915,"Icon Vapor, Inc.",Manufacturing,31.0,
1563922,Greenbacker Renewable Energy CO LLC,Utilities,22.0,
1564053,Nissan Auto Receivables 2013-A Owner Trust,Finance and Insurance,52.0,
1564273,Immage Biotherapeutics Corp.,Manufacturing,32.0,
1564347,Morgan Stanley Bank OF America Merrill Lynch Trust 2013-C7,Finance and Insurance,52.0,
1564408,Snap Inc,Information,51.0,
1564609,"Capall Stables, Inc.","Arts, Entertainment, and Recreation",71.0,
1564610,"Lido International, Corp.","Professional, Scientific, and Technical Services",54.0,
1564618,"Independent Bank Group, Inc.",Finance and Insurance,52.0,IBTX
1564657,"Northstar Real Estate Income II, Inc.",Finance and Insurance,52.0,
1564708,News Corp,Information,51.0,NWS
1564709,"Truett-Hurst, Inc.",Manufacturing,31.0,THST
1564822,Pinnacle Foods Inc.,Manufacturing,31.0,PF
1564863,Omega Brands Inc.,Other Services (except Public Administration),81.0,
1564902,"Seaworld Entertainment, Inc.","Arts, Entertainment, and Recreation",71.0,SEAS
1564968,Sequoia Mortgage Trust 2013-2,Finance and Insurance,52.0,
1565146,Gulf Coast Ultra Deep Royalty Trust,"Mining, Quarrying, and Oil and Gas Extraction",21.0,GULTU
1565220,FV Pharma International Corp.,Retail Trade,44.0,
1565228,"XG Technology, Inc.",Manufacturing,33.0,XGTI
1565248,"Spriza, Inc.",Other Services (except Public Administration),81.0,SPZA
1565337,Textura Corp,Information,51.0,TXTR
1565383,Lollipop Corp,Manufacturing,31.0,TBD
1565430,Interactive Multi Media Auction Corp,Other Services (except Public Administration),81.0,
1565487,Halex Energy Corp.,Utilities,22.0,
1565531,SLM Student Loan Trust 2013-1,Finance and Insurance,52.0,
1565640,"PRC Williston, LLC","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1565700,"EF Hutton America, Inc.",Information,51.0,
1565821,Santander Drive Auto Receivables Trust 2013-1,Finance and Insurance,52.0,
1566011,PBF Holding CO LLC,Manufacturing,32.0,
1566039,"Scansys, Inc.",,,
1566052,Comm 2013-Lc6 Mortgage Trust,Finance and Insurance,52.0,
1566053,GS Mortgage Securities Trust 2013-Gc10,Finance and Insurance,52.0,
1566097,PBF Finance Corp,Manufacturing,32.0,
1566138,Honda Auto Receivables 2013-1 Owner Trust,Finance and Insurance,52.0,
1566140,Comm 2013-Ccre6 Mortgage Trust,Finance and Insurance,52.0,
1566243,Arax Holdings Corp,Accommodation and Food Services,72.0,
1566265,Axiom Corp.,Construction,23.0,
1566328,Capital Auto Receivables Asset Trust 2013-1,Finance and Insurance,52.0,
1566373,"Spring Bank Pharmaceuticals, Inc.",Manufacturing,32.0,
1566443,Hyundai Auto Receivables Trust 2013-A,Finance and Insurance,52.0,
1566445,BRE Select Hotels Corp,Finance and Insurance,52.0,
1566469,"Nanthealth, Inc.",Information,51.0,
1566528,BMW Vehicle Lease Trust 2013-1,Finance and Insurance,52.0,
1566543,Wfrbs Commercial Mortgage Trust 2013-C11,Finance and Insurance,52.0,
1566544,Ubs-Barclays Commercial Mortgage Trust 2013-C5,Finance and Insurance,52.0,
1566561,Magicstem Group Corp.,Manufacturing,33.0,
1566610,"Nfusz, Inc.",Other Services (except Public Administration),81.0,
1566623,Smart ABS Series 2013-1us Trust,Finance and Insurance,52.0,
1566826,"Nxt-Id, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,
1566897,"Diamond Resorts International, Inc.",Accommodation and Food Services,72.0,DRII
1566912,"Griffin-American Healthcare Reit Iii, Inc.",Finance and Insurance,52.0,
1566972,Americredit Automobile Receivables Trust 2013-1,Finance and Insurance,52.0,
1566978,"Alphabet Holding Company, Inc.",Manufacturing,32.0,
1567098,Luckycom Pharmaceuticals Inc.,Manufacturing,32.0,
1567345,"Hemisphere Media Group, Inc.",Information,51.0,HMTV
1567388,Nami Corp.,Manufacturing,33.0,
1567503,"Turnkey Capital, Inc.","Professional, Scientific, and Technical Services",54.0,
1567514,"Intra-Cellular Therapies, Inc.",Manufacturing,32.0,ITCI
1567517,Fern Holdings Corp.,,,
1567520,Dutchess Holdings Corp.,,,
1567572,Morgan Stanley Bank OF America Merrill Lynch Trust 2013-C8,Finance and Insurance,52.0,
1567683,"NRG Yield, Inc.",Utilities,22.0,NYLD
1567771,Lifelogger Technologies Corp,Information,51.0,
1567802,"Perkins OIL & Gas, Inc.","Professional, Scientific, and Technical Services",54.0,
1567852,Hedgebrook,,,HBRK
1567860,"Toshoan Holdings, Inc.",,,
1567865,"GO Public, Inc.",,,
1567892,Mallinckrodt PLC,Manufacturing,32.0,MNK
1567900,Blackboxstocks Inc.,Retail Trade,44.0,
1567925,"Carter Validus Mission Critical Reit II, Inc.",Finance and Insurance,52.0,
1567958,Sequoia Mortgage Trust 2013-3,Finance and Insurance,52.0,
1567980,Carmax Auto Owner Trust 2013-1,Finance and Insurance,52.0,
1568079,Petroshare Corp.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1568139,Bio-En Holdings Corp.,Manufacturing,31.0,TBD
1568162,"American Finance Trust, Inc",Finance and Insurance,52.0,
1568319,Voltari Corp,Real Estate and Rental and Leasing,53.0,
1568385,"Bright Mountain Media, Inc.","Professional, Scientific, and Technical Services",54.0,
1568427,"Global Tech Solutions, Inc.",Information,51.0,
1568628,"Select-Tv Solutions, Inc.",Information,51.0,
1568669,"Pennymac Financial Services, Inc.",Finance and Insurance,52.0,PFSI
1568693,World Media & Technology Corp.,"Professional, Scientific, and Technical Services",54.0,
1568832,RCS Capital Corp,Finance and Insurance,52.0,RCAP
1568875,"Znergy, Inc.",Construction,23.0,
1568898,"GE Equipment Transportation Llc, Series 2013-1",Finance and Insurance,52.0,
1568969,"Appyea, Inc","Professional, Scientific, and Technical Services",54.0,
1569038,CNH Equipment Trust 2013-A,Finance and Insurance,52.0,
1569055,"STL Marketing Group, Inc.",Utilities,22.0,
1569083,"Makingorg, Inc.",Manufacturing,33.0,
1569134,"Tallgrass Energy Partners, LP",Transportation and Warehousing,48.0,TEP
1569187,"Armada Hoffler Properties, Inc.",Real Estate and Rental and Leasing,53.0,AHH
1569329,"Youngevity International, Inc.",Retail Trade,45.0,JCOF
1569340,"Cell Source, Inc.",Manufacturing,32.0,
1569389,GEO JS Tech Group Corp.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1569391,"KCG Holdings, Inc.",Finance and Insurance,52.0,KCG
1569414,Wfrbs Commercial Mortgage Trust 2013-C12,Finance and Insurance,52.0,
1569455,J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C10,Finance and Insurance,52.0,
1569568,Bigfoot Project Investments Inc,Information,51.0,
1569601,Volkswagen Auto Loan Enhanced Trust 2013-1,Finance and Insurance,52.0,
1569737,"Jishanye, Inc.",Manufacturing,32.0,
1569994,"Waterstone Financial, Inc.",Finance and Insurance,52.0,WSBF
1570011,Ford Credit Auto Owner Trust 2013-A,Finance and Insurance,52.0,
1570132,"Vetro, Inc.",Retail Trade,44.0,
1570279,Ticket Corp.,"Arts, Entertainment, and Recreation",71.0,
1570440,Sequoia Mortgage Trust 2013-4,Finance and Insurance,52.0,
1570585,Liberty Global PLC,Information,51.0,LBTY
1570603,Santander Drive Auto Receivables Trust 2013-2,Finance and Insurance,52.0,
1570649,Medicus Homecare Inc.,Health Care and Social Assistance,62.0,
1570774,Trac Intermodal LLC,Manufacturing,33.0,
1570937,Altair International Corp.,Manufacturing,33.0,
1571088,Mergeworthrx Corp.,Health Care and Social Assistance,62.0,MWRX
1571116,Truven Holding Corp.,Information,51.0,
1571117,Truven Health Analytics Inc.,Information,51.0,
1571123,Science Applications International Corp,"Professional, Scientific, and Technical Services",54.0,SAIC
1571236,Comm 2013-Ccre7 Mortgage Trust,Finance and Insurance,52.0,
1571237,Morgan Stanley Bank OF America Merrill Lynch Trust 2013-C9,Finance and Insurance,52.0,
1571238,Ubs-Barclays Commercial Mortgage Trust 2013-C6,Finance and Insurance,52.0,
1571274,"Continental Cement Company, L.L.C.",Construction,23.0,
1571283,"Rexford Industrial Realty, Inc.",Finance and Insurance,52.0,REXR
1571329,Capitala Finance Corp.,,,CPTA
1571371,"Summit Materials, LLC",Construction,23.0,
1571384,Sigmabroadband CO.,Other Services (except Public Administration),81.0,
1571398,"Sunnyside Bancorp, Inc.",Finance and Insurance,52.0,SNNY
1571498,"Epizyme, Inc.",Manufacturing,32.0,EPZM
1571504,Fifth Third Auto Trust 2013-A,Finance and Insurance,52.0,
1571636,Nanoflex Power Corp,Administrative and Support and Waste Management and Remediation Services,56.0,
1571725,Ford Credit Auto Lease Trust 2013-A,Finance and Insurance,52.0,
1571759,"Ineedmd Holdings, Inc.",Manufacturing,33.0,
1571776,Cherry Hill Mortgage Investment Corp,Finance and Insurance,52.0,CHMI
1571804,Green Vision Biotechnology Corp.,"Professional, Scientific, and Technical Services",54.0,
1571833,"Wideopenwest Finance, LLC",Information,51.0,
1571919,"SBH Associates, Inc.","Professional, Scientific, and Technical Services",54.0,
1571949,"Intercontinental Exchange, Inc.",Finance and Insurance,52.0,ICE
1571996,Dell Technologies Inc,Manufacturing,33.0,
1572317,Kore Resources Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1572334,Virginia National Bankshares Corp,Finance and Insurance,52.0,VABK
1572384,"Resort Savers, Inc.","Arts, Entertainment, and Recreation",71.0,
1572386,"Umed Holdings, Inc.",Manufacturing,31.0,
1572422,"Soundstorm Digital, Inc.",Other Services (except Public Administration),81.0,
1572493,Wfrbs Commercial Mortgage Trust 2013-C13,Finance and Insurance,52.0,
1572552,"Asterias Biotherapeutics, Inc.",Manufacturing,32.0,
1572565,Indoor Harvest Corp,Manufacturing,33.0,
1572684,"Ucp, Inc.",Construction,23.0,UCP
1572694,"Goldman Sachs Bdc, Inc.",,,
1572699,"Success Holding Group International, Inc.",Manufacturing,33.0,
1572702,"Atlas Growth Partners, L.P.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1572758,"Cole Office & Industrial Reit (Ccit Ii), Inc.",Finance and Insurance,52.0,
1572819,BAY Bridge Food & Produce CO,"Agriculture, Forestry, Fishing and Hunting",11.0,
1572840,"South Beach Spirits, Inc.",Other Services (except Public Administration),81.0,
1572910,Phillips 66 Partners LP,Transportation and Warehousing,48.0,PSXP
1572983,"Genworth Holdings, Inc.",Finance and Insurance,52.0,
1572987,SLM Student Loan Trust 2013-2,Finance and Insurance,52.0,
1573097,"HD Supply Holdings, Inc.",Wholesale Trade,42.0,HDS
1573133,John Deere Owner Trust 2013,Finance and Insurance,52.0,
1573166,"Jones Energy, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,JONE
1573229,Ally Auto Receivables Trust 2013-1,Finance and Insurance,52.0,
1573279,TE Funding LLC,Finance and Insurance,52.0,
1573292,Americredit Automobile Receivables Trust 2013-2,Finance and Insurance,52.0,
1573334,CEI Funding LLC,Finance and Insurance,52.0,
1573352,OE Funding LLC,Finance and Insurance,52.0,
1573516,Murphy USA Inc.,Retail Trade,44.0,MUSA
1573590,First Xeris Corp.,"Agriculture, Forestry, Fishing and Hunting",11.0,
1573600,Toyota Auto Receivables 2013-A Owner Trust,Finance and Insurance,52.0,
1573683,"Fantex, Inc.",Other Services (except Public Administration),81.0,
1573766,"Ebullion, Inc.",Finance and Insurance,52.0,
1573946,Citigroup Commercial Mortgage Trust 2013-Gcj11,Finance and Insurance,52.0,
1574085,"Ashford Hospitality Prime, Inc.",Finance and Insurance,52.0,AHP
1574097,"Maiden Lane Jewelry, Ltd.",Manufacturing,33.0,
1574129,Harley-Davidson Motorcycle Trust 2013-1,Finance and Insurance,52.0,
1574186,"Zero Gravity Solutions, Inc.","Agriculture, Forestry, Fishing and Hunting",11.0,
1574197,"Five Point Holdings, LLC",Real Estate and Rental and Leasing,53.0,
1574219,J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-Lc11,Finance and Insurance,52.0,
1574235,"Pulmatrix, Inc.",Manufacturing,32.0,
1574291,CC Holdings GS V LLC,Other Services (except Public Administration),81.0,
1574300,"Content Checked Holdings, Inc.",Information,51.0,
1574367,Honda Auto Receivables 2013-2 Owner Trust,Finance and Insurance,52.0,
1574448,Mercedes-Benz Auto Lease Trust 2013-A,Finance and Insurance,52.0,
1574460,Straight Path Communications Inc.,Information,51.0,STRP
1574532,"WCI Communities, Inc.",Construction,23.0,WCIC
1574540,Physicians Realty Trust,Finance and Insurance,52.0,DOC
1574593,Sequoia Mortgage Trust 2013-6,Finance and Insurance,52.0,
1574596,NEW Home CO Inc.,Construction,23.0,NWHM
1574632,Ladder Capital Finance Holdings Lllp,Real Estate and Rental and Leasing,53.0,
1574648,Athlon Energy Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ATHL
1574652,Athlon Finance Corp.,,,
1574672,Athlon Holdings LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1574676,"Galenfeha, Inc.","Professional, Scientific, and Technical Services",54.0,
1574774,"Biotelemetry, Inc.",Health Care and Social Assistance,62.0,BEAT
1574815,"BMC Stock Holdings, Inc.",Retail Trade,44.0,STCK
1574863,"Drone Guarder, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,
1574910,Success Entertainment Group International Inc.,Manufacturing,31.0,
1574946,"Soellingen Advisory Group, Inc.","Professional, Scientific, and Technical Services",54.0,
1574963,"World Point Terminals, LP",Retail Trade,45.0,WPT
1574969,Microphase Corp,Manufacturing,33.0,
1575048,"Atel 16, LLC",Administrative and Support and Waste Management and Remediation Services,56.0,
1575051,Ciner Resources LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,OCIR
1575073,Santander Drive Auto Receivables Trust 2013-3,Finance and Insurance,52.0,
1575098,SLM Student Loan Trust 2013-3,Finance and Insurance,52.0,
1575142,"Bioadaptives, Inc.",,,
1575189,"Match Group, Inc.",Information,51.0,
1575190,GS Mortgage Securities Trust 2013-Gcj12,Finance and Insurance,52.0,
1575259,Power Gala Corp.,"Professional, Scientific, and Technical Services",54.0,
1575295,Cosmo Ventures Inc,Retail Trade,45.0,
1575311,Brookfield Dtla Fund Office Trust Investor Inc.,Finance and Insurance,52.0,DTLA
1575319,Ancestry.Com LLC,Information,51.0,
1575345,Envoy Group Corp.,Health Care and Social Assistance,62.0,
1575360,"FTD Companies, Inc.",Retail Trade,45.0,FTD
1575420,MJP International Ltd.,Manufacturing,33.0,
1575428,"Strategic Storage Growth Trust, Inc.",Finance and Insurance,52.0,
1575515,"Sprouts Farmers Market, Inc.",Retail Trade,45.0,SFM
1575571,LIN Media LLC,Information,51.0,LIN
1575574,Shengdatech Liquidating Trust,Manufacturing,32.0,
1575599,"Azure Midstream Partners, LP",Transportation and Warehousing,48.0,FISH
1575659,"Holly Brothers Pictures, Inc.",Manufacturing,33.0,
1575686,Comm 2013-Ccre8 Mortgage Trust,Finance and Insurance,52.0,
1575793,Energous Corp,Manufacturing,33.0,
1575810,Cyrusone LP,Finance and Insurance,52.0,
1575828,Frank'S International N.V.,Construction,23.0,FI
1575858,Purebase Corp,"Professional, Scientific, and Technical Services",54.0,
1575879,Caesars Acquisition CO,Accommodation and Food Services,72.0,CACQ
1575896,Carmax Auto Owner Trust 2013-2,Finance and Insurance,52.0,
1575913,"Golden Edge Entertainment, Inc.",Other Services (except Public Administration),81.0,
1575965,"Gaming & Leisure Properties, Inc.",Finance and Insurance,52.0,GLPI
1575975,Madison Ventures Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1575988,Silver Eagle Acquisition Corp.,,,EAGL
1576018,Third Point Reinsurance Ltd.,Finance and Insurance,52.0,TPRE
1576044,"QEP Midstream Partners, LP",Transportation and Warehousing,48.0,QEPM
1576047,Wfrbs Commercial Mortgage Trust 2013-C14,Finance and Insurance,52.0,
1576169,"Benefitfocus,Inc.",Information,51.0,BNFT
1576197,"Strategic Environmental & Energy Resources, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,SENR
1576262,Nissan Auto Lease Trust 2013-A,Finance and Insurance,52.0,
1576263,"Mirati Therapeutics, Inc.",Manufacturing,32.0,MRTX
1576336,"AJS Bancorp, Inc.",Finance and Insurance,52.0,AJSB
1576427,Criteo S.A.,"Professional, Scientific, and Technical Services",54.0,
1576441,Smart ABS Series 2013-2us Trust,Finance and Insurance,52.0,
1576575,"Gaming Entertainment International, Inc.",Accommodation and Food Services,72.0,
1576678,"Mycause Beverages, Inc.",Wholesale Trade,42.0,
1576709,Sequoia Mortgage Trust 2013-7,Finance and Insurance,52.0,
1576724,Vilacto BIO Inc.,Information,51.0,
1576778,"UBL Interactive,Inc.",Other Services (except Public Administration),81.0,
1576804,Ford Credit Auto Owner Trust 2013-B,Finance and Insurance,52.0,
1576873,"Oroplata Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1576916,CNH Equipment Trust 2013-B,Finance and Insurance,52.0,
1576940,"Century Communities, Inc.",Construction,23.0,
1577095,"Clubcorp Holdings, Inc.","Arts, Entertainment, and Recreation",71.0,MYCC
1577134,"Terra Income Fund 6, Inc.",,,
1577189,"Flasr, Inc.",Manufacturing,33.0,
1577190,World Omni Auto Receivables Trust 2013-A,Finance and Insurance,52.0,
1577230,"Retail Opportunity Investments Partnership, LP",Finance and Insurance,52.0,
1577310,Sequoia Mortgage Trust 2013-8,Finance and Insurance,52.0,
1577311,Morgan Stanley Bank OF America Merrill Lynch Trust 2013-C10,Finance and Insurance,52.0,
1577368,"QTS Realty Trust, Inc.",Finance and Insurance,52.0,QTS
1577416,Emerald Isle Explorations Ltd.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1577423,Arco-Iris Gold Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1577445,Intellisense Solutions Inc.,Information,51.0,
1577459,Ohio Phase-In-Recovery Funding LLC,Finance and Insurance,52.0,
1577545,Jpmbb Commercial Mortgage Securities Trust 2013-C12,Finance and Insurance,52.0,
1577603,"Delanco Bancorp, Inc.",Finance and Insurance,52.0,DLNO
1577670,Ladder Capital Corp,Finance and Insurance,52.0,
1577785,"Flint Hills Resources Houston Chemical, LLC",Manufacturing,32.0,
1577791,Fifth Street Senior Floating Rate Corp.,,,FSFR
1577882,UA Granite Corp,Manufacturing,32.0,
1577898,"Green Parts International, Inc.",Wholesale Trade,42.0,
1577916,"Premier, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,PINC
1577943,Ally Auto Receivables Trust 2013-Sn1,Finance and Insurance,52.0,
1577966,"Corporate Office Properties, L.P.",Finance and Insurance,52.0,
1578086,Newpage Holdings Inc.,Manufacturing,32.0,
1578131,Hyundai Auto Receivables Trust 2013-B,Finance and Insurance,52.0,
1578305,"XLI Technologies, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1578318,"Envision Healthcare Holdings, Inc.",Health Care and Social Assistance,62.0,EVHC
1578327,Apex 9 Inc.,,,
1578328,Apex 10 Inc.,,,
1578329,Apex 11 Inc.,,,
1578348,CM Finance Inc,,,
1578422,GS Mortgage Securities Trust 2013-Gc13,Finance and Insurance,52.0,
1578423,Wfrbs Commercial Mortgage Trust 2013-C15,Finance and Insurance,52.0,
1578443,Firstenergy Ohio Pirb Special Purpose Trust 2013,Finance and Insurance,52.0,
1578505,"Home Bancorp Wisconsin, Inc.",Finance and Insurance,52.0,
1578523,"Image International Group, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1578533,Comm 2013-Ccre9 Mortgage Trust,Finance and Insurance,52.0,
1578620,Alcentra Capital Corp,,,
1578685,"Midcoast Energy Partners, L.P.",Transportation and Warehousing,48.0,MEP
1578731,Hashingspace Corp,"Professional, Scientific, and Technical Services",54.0,
1578732,"Marcus & Millichap, Inc.",Other Services (except Public Administration),81.0,MMI
1578735,National General Holdings Corp.,Finance and Insurance,52.0,
1578776,"Prudential Bancorp, Inc.",Finance and Insurance,52.0,PBIP
1578821,Americredit Automobile Receivables Trust 2013-3,Finance and Insurance,52.0,
1578845,Allergan PLC,Manufacturing,32.0,ACT
1578918,Volkswagen Auto Lease Trust 2013-A,Finance and Insurance,52.0,
1578932,OCI Partners LP,Manufacturing,32.0,OCIP
1579010,"Hispanica International Delights OF America, Inc.",Manufacturing,31.0,
1579068,Nissan Auto Receivables 2013-B Owner Trust,Finance and Insurance,52.0,
1579157,Vince Holding Corp.,Retail Trade,44.0,VNCE
1579214,"Emerald Expositions Events, Inc.",Other Services (except Public Administration),81.0,
1579241,Allegion PLC,Administrative and Support and Waste Management and Remediation Services,56.0,ALLE
1579252,"Jason Industries, Inc.",Manufacturing,33.0,QPAC
1579298,"Burlington Stores, Inc.",Retail Trade,45.0,BURL
1579306,J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C13,Finance and Insurance,52.0,
1579412,FS Investment Corp III,,,
1579428,"Axsome Therapeutics, Inc.",Manufacturing,32.0,
1579445,Capital Auto Receivables Asset Trust 2013-2,Finance and Insurance,52.0,
1579471,Colony Starwood Homes,Finance and Insurance,52.0,SWAY
1579534,Corvus Technologies Corp.,,,
1579541,"Oriental Magic Soup, Inc.",Manufacturing,33.0,
1579546,Delverton Resorts International Inc.,,,
1579549,"Wholelife Companies, Inc.",,,
1579550,Mountainwalk Acquisition Corp,,,
1579552,Nexus Dadta Technologies Corp,,,
1579684,NEW Media Investment Group Inc.,Information,51.0,NEWM
1579717,Perk International Inc.,"Professional, Scientific, and Technical Services",54.0,
1579823,NEW AGE Beverages Corp,Manufacturing,31.0,
1579877,Outfront Media Inc.,Finance and Insurance,52.0,
1579910,Resonant Inc,Manufacturing,33.0,
1580013,Wells Fargo Commercial Mortgage Trust 2013-Lc12,Finance and Insurance,52.0,
1580095,Black Rock Petroleum CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1580149,Biovie Inc.,Manufacturing,32.0,
1580156,Houghton Mifflin Harcourt CO,Information,51.0,HMHC
1580167,Accushares Trust I,Finance and Insurance,52.0,
1580185,J.G. Wentworth CO,Finance and Insurance,52.0,JGW
1580262,"Healthtalk Live, Inc.",Information,51.0,
1580264,Mobile Lads Corp,"Professional, Scientific, and Technical Services",54.0,
1580297,"Weed Growth Fund, Inc.",Retail Trade,44.0,
1580345,Triplepoint Venture Growth BDC Corp.,,,
1580426,DMC Beverage Corp.,Manufacturing,31.0,
1580443,"SLM Technologies, Inc.",,,
1580485,Vapetek Inc.,,,
1580490,Evans Brewing CO Inc.,Manufacturing,31.0,
1580552,Tenaya Acquisitions CO,,,
1580579,Santander Drive Auto Receivables Trust 2013-4,Finance and Insurance,52.0,
1580608,Santander Consumer USA Holdings Inc.,Finance and Insurance,52.0,SC
1580670,"LGI Homes, Inc.",Construction,23.0,LGIH
1580673,"KBS Strategic Opportunity Reit II, Inc.",Finance and Insurance,52.0,
1580676,"LF George Holdings, Inc.",Other Services (except Public Administration),81.0,
1580808,"A10 Networks, Inc.",Manufacturing,33.0,
1580836,Lvyuan Green Building Material Technology Corp.,Manufacturing,32.0,
1580883,"Sweegen, Inc.",Retail Trade,44.0,
1580891,Comm 2013-Ccre10 Mortgage Trust,Finance and Insurance,52.0,
1580905,"Installed Building Products, Inc.",Construction,23.0,
1580988,"Cole Credit Property Trust V, Inc.",Finance and Insurance,52.0,
1581068,Brixmor Property Group Inc.,Finance and Insurance,52.0,BRX
1581076,Honda Auto Receivables 2013-3 Owner Trust,Finance and Insurance,52.0,
1581091,"Re/Max Holdings, Inc.",Other Services (except Public Administration),81.0,RMAX
1581094,Iloadapp,Information,51.0,
1581164,"Extended Stay America, Inc.",Accommodation and Food Services,72.0,STAY
1581220,Xalles Holdings Inc.,Real Estate and Rental and Leasing,53.0,
1581223,"Mullan Agritech, Inc.",,,
1581312,"Core Resource Management, Inc.","Professional, Scientific, and Technical Services",54.0,
1581316,Colorado Income Holdings Inc,Finance and Insurance,52.0,
1581374,Scotiabank Covered Bond Guarantor Limited Partnership,Finance and Insurance,52.0,
1581378,"Changing Technologies, Inc.",Information,51.0,
1581405,"Phillips Edison Grocery Center Reit II, Inc.",Finance and Insurance,52.0,
1581545,Freedom Leaf Inc.,Information,51.0,
1581552,"Energy 11, L.P.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1581607,ROI Acquisition Corp. II,,,ROIQU
1581652,Fifth Third Auto Trust 2013-1,Finance and Insurance,52.0,
1581653,GS Mortgage Securities Trust 2013-Gcj14,Finance and Insurance,52.0,
1581720,"Loxo Oncology, Inc.",Manufacturing,32.0,
1581776,"Mid-America Apartments, L.P.",Finance and Insurance,52.0,
1581889,Quartet Merger Corp.,,,QTET
1581908,"Western Refining Logistics, LP",Transportation and Warehousing,48.0,WNRL
1581934,"American Capital Senior Floating, Ltd.",,,ACSF
1581990,Plains GP Holdings LP,Transportation and Warehousing,48.0,PAGP
1582010,Mercedes-Benz Auto Receivables Trust 2013-1,Finance and Insurance,52.0,
1582037,Morgan Stanley Bank OF America Merrill Lynch Trust 2013-C11,Finance and Insurance,52.0,
1582054,Millennium Healthcare Inc.,Retail Trade,44.0,
1582072,Ford Credit Auto Owner Trust 2013-C,Finance and Insurance,52.0,
1582081,SLM Student Loan Trust 2013-4,Finance and Insurance,52.0,
1582086,Blue Capital Reinsurance Holdings Ltd.,Finance and Insurance,52.0,BCRH
1582244,Corning Natural GAS Holding Corp,Transportation and Warehousing,48.0,CNIG
1582249,Rasna Therapeutics Inc.,Manufacturing,32.0,
1582313,Xenon Pharmaceuticals Inc.,Manufacturing,32.0,
1582341,"Mydx, Inc.",Manufacturing,33.0,
1582463,Carmax Auto Owner Trust 2013-3,Finance and Insurance,52.0,
1582554,"Matinas Biopharma Holdings, Inc.",Manufacturing,32.0,
1582568,PBF Logistics LP,Transportation and Warehousing,48.0,
1582576,"GOP & Co2, Inc.",,,
